# Legacy non-English line ratchet. English is mandatory for new content.
# suspicious_lines<TAB>path
1	siderita/qml/dialogs/NamePromptDialog.qml
5	siderita/qml/dialogs/PhoneMediaDialog.qml
2	siderita/qml/dialogs/PropertiesDialog.qml
7	siderita/qml/dialogs/QuickLookView.qml
13	siderita/qml/menus/EntryContextMenu.qml
7	siderita/qml/menus/FolderMenu.qml
6	siderita/qml/menus/FolderSortMenu.qml
6	siderita/qml/menus/PathMenu.qml
4	siderita/qml/menus/SizePopup.qml
10	siderita/qml/views/FolderView.qml
14	siderita/qml/views/Sidebar.qml
9	siderita/scripts/qml-tests.sh
6	siderita/scripts/run.sh
12	siderita/scripts/smoke.sh
2	siderita/src/apps.rs
5	siderita/src/controller/fileops.rs
2	siderita/src/controller/find.rs
1	siderita/src/controller/mounts.rs
1	siderita/src/controller/navigation.rs
2	siderita/src/controller/scan.rs
1	siderita/src/controller/selection.rs
2	siderita/src/controller/shell.rs
1	siderita/src/devices.rs
9	siderita/src/editor.rs
4	siderita/src/media.rs
2	siderita/src/places.rs
1	siderita/src/properties.rs
1	siderita/src/volumes.rs
21	siderita/tests/qml/tst_celestina_input_shield.qml
14	siderita/tests/qml/tst_entry_glyph.qml
17	siderita/tests/qml/tst_floating_surfaces.qml
14	siderita/tests/qml/tst_modal_and_pill_drag.qml
22	siderita/tests/qml/tst_sidebar_menus.qml
